coord_x,coord_y,collar,roots,tree_crown,trunk
1914488.13289,4221365.41028,0,1,0,0
1914404.63421,4223703.41397,1,0,0,0
1915351.45956,4224782.4658,0,0,1,0
1914428.41684,4224212.47211,0,0,0,1
1914917.91591,4222500.24439,0,0,1,0
1915262.84418,4222810.96229,0,0,0,1
1912935.62698,4225267.98509,0,0,1,0
1915347.80447,4225058.70538,0,0,1,0
1913451.45821,4224677.67987,0,0,0,1
1915398.97719,4224588.82407,0,0,1,0
1914668.2888,4222302.8487,0,0,1,1
1915118.0857,4222844.13263,0,0,1,0
1912647.16115,4221858.56079,0,0,1,0
1914420.54492,4221384.65011,0,0,0,1
1915168.60862,4222166.60675,0,0,1,0
1915840.42997,4223118.74445,0,0,1,0
1912945.21838,4224826.76743,0,0,0,1
1915475.66631,4223254.20925,0,0,1,0
1915441.87423,4222304.18775,0,0,1,0
1915724.75295,4225251.12767,0,0,1,0
1915484.41397,4225098.28372,1,0,0,0
1914276.18304,4221809.14572,0,0,1,1
1915212.17069,4223081.42914,1,1,0,0
1915286.07479,4225047.68664,1,0,0,0
1915391.87331,4224602.59534,0,0,1,0
1914914.27396,4225353.03832,1,1,1,1
1915345.11892,4222102.35709,0,0,1,0
1912674.45498,4223078.17201,0,0,1,0
1914597.50292,4221536.44853,0,0,1,0
1914765.14469,4225421.81614,0,1,0,0
1913971.43317,4221877.05276,0,0,0,1
1913809.16368,4223434.28876,1,0,0,1
1912598.02827,4221993.65658,1,0,0,1
1912664.99969,4223040.07742,0,1,0,0
1912595.95429,4223777.48118,0,0,1,0
1915501.63798,4223186.24291,0,0,1,0
1915460.26466,4224669.38686,0,0,1,0
1913354.58995,4224778.1607,0,0,0,1
1915151.15525,4224682.09725,1,0,1,1
1914026.54755,4221709.33707,0,0,0,1
1915046.13685,4222016.48475,1,0,0,1
1912704.71699,4224172.50669,1,1,0,1
1913901.74501,4221634.43922,0,0,1,0
1914778.20796,4222480.75629,0,0,1,0
1915249.0094,4225900.06693,0,0,1,1
1914444.46767,4224305.73471,0,0,1,0
1916082.04538,4223216.83773,0,0,1,0
1913670.15909,4225125.98099,0,0,1,1
1916088.08661,4223267.92441,0,0,1,0
1913110.62928,4223603.32677,1,0,0,0
1913414.62151,4225264.90221,0,0,0,1
1916223.67762,4223277.20632,0,0,1,0
1913124.09853,4221280.12008,0,0,1,0
1915185.83044,4222820.61606,0,0,1,0
1915175.42033,4224527.87673,0,0,0,1
1914233.81211,4221964.38634,0,0,1,0
1914077.85052,4222128.96097,0,0,0,1
1914964.73593,4222552.76745,0,0,1,1
1914405.0369,4221527.04756,1,0,1,1
1912998.69808,4222981.6729,0,0,0,1
1913127.49236,4221421.78622,0,0,0,1
1913964.36085,4221693.31197,0,0,1,0
1915395.85151,4223049.23306,0,0,1,1
1915007.63435,4224794.45192,0,0,1,0
1915655.66359,4222755.72217,0,0,0,1
1912524.98491,4222562.67638,1,1,0,1
1915409.33484,4224597.55919,0,0,1,0
1912598.35861,4223211.40536,0,0,1,0
1914554.89648,4221888.70157,0,0,0,1
1913014.47076,4224794.90766,0,1,0,0
1915474.58769,4222635.8273,0,0,0,1
1913764.12229,4223598.55083,0,1,1,0
1913447.03689,4225652.85457,0,0,1,1
1914272.98643,4221993.94557,0,0,0,1
1914351.81032,4224007.85071,0,0,1,0
1912595.87822,4223786.24575,0,1,0,1
1915190.3813,4224869.44528,0,0,0,1
1913390.24426,4225576.07475,0,0,1,1
1915416.44201,4223190.00636,1,0,0,0
1914296.5547,4224061.08794,1,1,1,0
1914438.66609,4221917.20329,0,1,0,0
1915339.3963,4221751.19938,0,0,1,0
1914667.36353,4222892.10204,1,0,1,0
1913381.2975,4225406.09615,0,0,1,0
1913440.51734,4224396.66507,0,0,1,0
1915702.87362,4222519.56952,0,0,1,1
1914268.76645,4221326.5238,0,1,1,1
1914221.18093,4221936.74734,0,0,1,0
1915554.1968,4223520.02112,0,0,1,0
1915759.89614,4224585.97465,0,0,0,1
1914255.3208,4224165.95877,0,0,1,0
1915586.92595,4225175.15694,0,0,1,0
1914122.52495,4223107.99834,0,0,1,0
1915501.62981,4225089.46079,0,0,1,0
1913409.91627,4225347.9178,1,0,1,0
1915611.29533,4223210.1899,1,0,0,0
1913902.61281,4224082.96018,0,0,1,0
1914217.91625,4223778.33933,0,0,0,1
1915284.90489,4224627.55636,0,0,1,0
1915152.37638,4222826.16689,0,0,1,0
1915655.11659,4224247.28299,0,1,0,0
1913640.75089,4221680.69187,0,0,0,1
1916081.65587,4223218.77451,0,0,1,0
1915017.11703,4225223.68637,0,0,0,1
1914816.38138,4222309.63606,0,0,0,1
1915278.8613,4224700.27778,0,0,0,1
1913180.53887,4224423.18789,0,0,1,0
1915615.14631,4222809.98063,0,0,0,1
1915412.09566,4224730.30016,0,0,0,1
1913253.93425,4223067.93251,0,0,1,0
1914288.83891,4224083.14593,0,0,1,0
1915184.60437,4221471.57313,0,0,1,0
1914405.51074,4221522.24452,0,0,1,1
1915053.91451,4222261.44444,0,0,1,0
1914797.38758,4222349.94401,0,0,1,1
1914838.35181,4222164.2195,0,0,1,1
1915324.99906,4222254.04068,0,0,1,1
1915298.51865,4225715.46769,0,0,0,1
1912798.941,4221814.76681,1,0,0,0
1914448.33185,4221420.77254,0,0,1,1
1915190.86484,4222786.68199,0,0,1,1
1915487.57362,4223709.94834,0,0,0,1
1916235.7323,4223279.76145,0,0,1,1
1912484.71611,4222542.6093,1,0,0,1
1914049.13812,4223988.94924,1,0,1,1
1916023.0355,4223184.51327,0,0,1,0
1912998.87603,4224228.80964,0,0,0,1
1915463.57205,4223176.50186,0,0,0,1
1915049.89707,4222629.16605,1,0,1,1
1915646.28571,4222618.73782,0,0,1,0
1913673.13498,4225187.47439,0,0,1,0
1914028.52002,4221712.5519,0,0,1,0
1915144.92045,4222825.25303,0,0,1,0
1913216.80391,4225749.8224,0,0,1,0
1915547.34496,4225070.3674,0,0,0,1
1915516.20173,4225133.02862,0,0,1,0
1915347.83832,4225186.1087,0,0,1,0
1913205.98274,4222799.33426,0,0,1,0
1914456.39219,4221707.2829,0,0,0,1
1912771.51764,4221999.8968,1,0,1,1
1914040.44222,4222639.69986,0,1,0,1
1915448.84916,4224566.75588,1,0,0,0
1915025.31067,4223266.44272,0,1,0,0
1914783.98672,4222291.47846,1,0,0,0
1914011.84375,4224396.4118,0,0,0,1
1914124.53627,4224204.46763,1,1,1,1
1915807.86803,4223594.8844,0,0,1,1
1915551.03047,4224646.90354,0,0,0,1
1913198.17662,4222784.69061,0,0,1,0
1913378.49607,4225411.17661,1,0,1,0
1913456.69099,4225253.60818,0,0,1,0
1914758.54484,4222560.5052,0,0,1,0
1913915.73074,4221719.10484,0,1,1,0
1913915.56164,4223163.91721,0,0,1,0
1915369.3309,4221970.99528,0,0,1,0
1912585.88368,4221925.03448,1,0,1,1
1915061.52035,4225149.56731,0,0,1,0
1915481.69089,4223165.47292,1,0,1,1
1914759.68433,4222410.17574,0,0,0,1
1914209.96082,4222112.82941,0,0,1,0
1914432.66248,4221524.25016,1,0,1,0
1915065.13342,4225655.09783,0,0,1,0
1913780.56721,4223482.95728,0,0,0,1
1913577.16153,4223079.48639,0,0,0,1
1914472.90871,4223685.24787,1,0,0,0
1914443.63503,4223661.76961,0,0,0,1
1913776.0708,4225179.29536,1,0,1,0
1914233.9787,4221998.1274,0,0,1,0
1913454.14182,4225259.1267,0,0,1,0
1914335.22847,4221957.85854,0,0,1,1
1914220.08892,4221948.43527,1,0,1,1
1914759.89325,4223838.48207,0,1,0,0
1914955.626,4224515.61413,0,0,1,1
1914642.95088,4221708.43921,0,0,1,0
1915349.86052,4225347.77136,0,0,1,0
1913384.22194,4225381.46706,1,0,1,1
1915233.18558,4222741.95458,0,0,0,1
1915377.81347,4224822.63866,0,0,1,0
1915184.81959,4221460.63584,0,0,0,1
1913443.52316,4225280.13308,1,0,1,1
1914459.28748,4222796.9963,0,0,1,0
1915265.8516,4222266.70685,0,0,1,0
1914464.74602,4224666.32459,0,0,0,1
1914353.26254,4223986.80098,1,1,1,0
1915445.26025,4224504.75542,0,0,1,0
1915768.24564,4222853.06631,0,0,1,0
1912945.17229,4222985.44862,0,0,1,0
1914663.43435,4221711.76585,0,0,1,0
1915315.26104,4225714.35874,0,0,0,1
1914650.57447,4221295.97703,0,0,1,0
1914565.40179,4221812.27192,0,0,1,1
1914506.65784,4222127.19113,0,0,0,1
1914235.82917,4221968.41874,0,0,1,0
1914363.48207,4224247.96619,0,0,1,0
1915250.6026,4225161.56639,0,1,0,0
1914760.76169,4224667.86922,0,0,0,1
1914288.03939,4224099.82819,0,0,1,0
1915426.23744,4224606.22008,0,0,0,1
1912670.09182,4223185.38274,0,1,0,1
1915345.05605,4221980.03065,1,1,1,1
1915646.86606,4224574.27136,0,0,1,0
1914665.98179,4222897.21615,0,0,1,1
1914394.32546,4221521.35871,0,0,1,0
1914659.60213,4222118.71924,0,0,1,0
1914188.09817,4222290.79021,1,0,0,0
1913554.34649,4224784.53179,0,0,1,1
1913282.74052,4224551.00646,0,0,1,0
1915579.18394,4225148.92819,0,0,1,0
1913396.84807,4225567.38912,0,0,1,1
1914040.24895,4222141.69988,0,0,0,1
1914775.11726,4222403.53473,0,0,1,0
1913761.0391,4225229.3535,0,0,1,0
1914237.59605,4221913.88441,0,0,0,1
1914933.43722,4221405.30828,0,0,1,0
1914970.90189,4224525.45222,0,1,0,0
1914406.55852,4224081.66396,0,1,1,0
1914448.86606,4221466.97953,0,0,0,1
1912548.38129,4223600.35326,0,0,0,1
1914980.2799,4224778.73934,0,1,0,0
1912848.38453,4221865.64931,0,0,1,0
1913372.55365,4225475.92264,1,0,1,0
1914386.77325,4224100.03808,0,0,1,0
1915294.51793,4224740.20006,0,0,1,0
1914753.88083,4222463.05157,0,0,0,1
1915292.66857,4224741.5838,0,0,1,0
1912649.08464,4221818.50171,1,0,0,1
1915433.7318,4224724.38666,0,0,1,0
1915367.09931,4225338.29429,0,0,1,0
1914893.37761,4222316.28015,0,0,1,1
1913331.44968,4222381.28811,1,0,0,0
1915347.13984,4222631.58363,0,0,0,1
1912799.34654,4221910.98522,0,0,1,1
1915159.46599,4221894.73519,1,0,1,1
1915411.54286,4223043.89322,0,0,1,0
1915249.31593,4222902.53777,0,0,1,1
1914336.17146,4224041.71318,0,1,1,0
1913231.37513,4225561.38521,0,0,0,1
1915731.77124,4222792.23017,0,0,1,0
1915223.3373,4221480.58102,0,0,1,0
1913755.60621,4224889.79114,1,0,0,1
1913449.38333,4225207.23659,0,0,1,0
1913741.47785,4223250.91744,0,1,0,0
1915402.56018,4222162.04083,0,0,1,0
1913475.11428,4225177.22663,0,0,1,0
1912714.23973,4221467.88379,0,0,0,1
1913465.6434,4224762.61238,0,0,1,0
1913458.0752,4225606.67304,0,0,1,0
1914667.30631,4222888.52616,0,0,1,0
1914468.37832,4222793.65742,0,0,1,0
1915332.88472,4221953.5903,1,0,1,1
1915452.43957,4224559.68572,0,0,1,0
1912612.47893,4222887.64062,0,0,0,1
1912643.30931,4223760.74487,0,0,1,0
1915518.84739,4222921.67958,0,0,0,1
1914761.68231,4222480.42218,0,0,1,0
1915008.21612,4225092.81176,0,0,0,1
1914562.55874,4221757.79722,0,0,1,0
1915100.1907,4222844.4961,0,0,1,0
1912704.37597,4222053.74695,0,0,1,0
1913574.55884,4222987.68421,0,0,0,1
1914648.94686,4221472.4797,0,0,1,0
1913768.45382,4223636.07599,0,0,1,0
1915241.36561,4223223.78659,0,0,1,0
1916081.07161,4223170.20567,0,0,1,0
1914357.58568,4221570.14866,0,0,0,1
1915530.4409,4223512.63202,0,0,0,1
1913729.82028,4225235.97132,1,0,0,0
1912806.97283,4221357.71414,1,0,0,1
1913367.71549,4222411.52701,0,1,1,1
1913339.20207,4224195.62307,0,0,1,0
1912594.96593,4221962.71302,1,1,1,1
1915499.41143,4224599.16657,0,0,1,1
1914665.53484,4221714.65875,0,0,1,0
1914499.55178,4223517.92654,0,0,1,0
1912951.73084,4221420.04747,1,0,1,1
1912881.04705,4221433.01777,0,0,1,0
1913123.30794,4222076.23425,0,0,1,0
1913903.34357,4221775.28187,0,0,1,0
1913393.155,4225307.54861,1,0,1,0
1914442.11972,4223840.53166,1,0,0,1
1914900.56991,4221909.49066,0,0,1,1
1915574.12693,4225156.82426,0,0,1,0
1913895.908,4221675.9786,0,0,0,1
1915037.93293,4224644.80455,0,0,1,0
1912397.29876,4221733.80518,1,0,0,1
1914657.80316,4225376.32235,0,1,0,0
1913082.81126,4225722.88913,0,0,0,1
1915590.11585,4222371.04761,1,0,1,1
1915661.36599,4225201.63846,0,0,1,0
1912855.70138,4225652.44802,1,0,1,1
1914516.24785,4221458.60384,0,0,0,1
1915812.46231,4223564.91326,1,0,1,1
1914776.11608,4222477.80481,0,0,1,0
1914464.36104,4222238.01894,0,0,0,1
1915414.28153,4223180.13506,1,1,1,1
1913824.16292,4225074.00611,0,0,1,1
1914196.00718,4224341.5345,0,0,0,1
1914588.18244,4223266.17191,1,0,0,0
1913858.3003,4223192.03462,0,0,1,0
1915707.00249,4223026.26824,0,0,1,0
1914855.89333,4222304.44222,0,1,0,0
1912597.89461,4223135.33149,0,0,1,0
1912550.87997,4224739.40386,0,0,1,1
1914241.10227,4224501.72097,0,0,0,1
1912379.84738,4221905.37568,1,0,0,1
1913675.78343,4225193.30179,0,0,1,0
1913474.41081,4225594.54164,0,1,1,1
1914092.40042,4224266.32613,0,0,1,0
1915635.6718,4224249.14919,1,0,1,1
1914577.26172,4222242.64464,0,0,1,0
1914812.21297,4224101.36976,1,1,0,0
1914122.73284,4221977.81607,0,0,1,0
1913373.62999,4225420.92205,1,0,1,1
1915389.5396,4224629.30478,1,0,1,0
1914886.46393,4221736.7945,0,0,0,1
1914811.72123,4222309.21674,0,0,0,1
1915991.58737,4223189.21951,0,0,1,0
1913176.64475,4223588.82592,0,0,0,1
1913390.71701,4224689.28937,1,0,0,0
1914658.55701,4222923.06808,0,0,1,0
1914650.66093,4221570.18624,0,0,1,0
1913393.9163,4225586.20687,0,0,1,1
1915338.84636,4224740.89389,0,0,1,0
1913453.7843,4225432.7639,0,0,1,0
1913040.3261,4225688.45874,1,0,1,1
1915684.61191,4223527.4884,1,0,1,1
1914788.30301,4222231.01773,0,0,0,1
1914989.72633,4224494.95921,0,0,1,0
1914486.82764,4223947.73733,0,0,0,1
1913649.23641,4225132.30457,0,0,1,0
1914315.80298,4224055.66671,1,1,1,0
1914469.27733,4223087.57262,0,0,1,0
1913239.18172,4223042.69533,0,0,0,1
1914449.7292,4223823.29642,0,1,0,0
1914865.91669,4222377.04888,0,0,1,0
1913808.29343,4221484.90919,0,0,1,0
1912711.67285,4223942.53235,0,0,1,0
1912605.66546,4223210.06094,0,1,0,0
1913612.39493,4223176.37652,0,0,1,0
1914519.97339,4225247.49458,0,0,1,1
1914674.94644,4223062.85724,0,0,1,0
1913901.9278,4223179.13902,0,1,1,1
1914938.90895,4224767.24063,0,0,0,1
1912528.28619,4222135.82459,0,0,1,0
1914538.29547,4221550.72312,0,0,1,1
1915379.00604,4224625.77464,0,0,1,0
1914025.22203,4222678.44121,0,0,1,0
1912542.35605,4222625.47045,0,0,1,0
1914688.42188,4221633.60449,1,0,1,1
1914292.08256,4224111.21921,0,0,1,0
1915349.97716,4225163.58929,0,0,1,0
1914344.59464,4224008.48566,1,1,1,0
1912919.09244,4224606.22341,1,0,0,0
1913049.65953,4225711.29579,0,0,0,1
1912648.5365,4223225.53036,0,0,0,1
1914936.56667,4221311.73283,0,0,0,1
1914498.62907,4224088.90845,0,0,0,1
1914975.79863,4222501.43916,0,0,1,0
1913053.10065,4222087.93304,0,0,1,0
1914913.66395,4225283.29111,0,0,1,0
1915775.17906,4223514.58911,0,0,1,0
1914361.36173,4224624.0287,1,0,0,1
1914290.2392,4224112.25055,0,0,1,0
1912584.75163,4221739.92427,1,0,1,1
1913669.32127,4225175.85843,0,0,0,1
1915516.11357,4222937.83791,0,0,0,1
1914613.00829,4225349.20266,0,0,1,0
1913901.49976,4223303.11027,0,0,1,0
1914258.8158,4224087.30735,0,0,1,0
1915367.36141,4225327.09835,0,1,1,0
1912594.30159,4221910.80072,0,0,1,0
1914734.47975,4221681.24647,0,0,0,1
1914071.28624,4222133.47083,0,0,1,0
1912572.29166,4222230.35511,0,0,1,0
1913062.98086,4222085.59698,0,0,1,1
1914478.91866,4225216.86479,1,1,1,0
1915563.25477,4222573.29685,1,0,0,1
1914827.3159,4222268.32179,0,0,1,0
1912669.18346,4223929.25167,0,0,1,0
1914820.82183,4222348.31346,1,0,0,1
1915575.27245,4223149.56241,0,0,1,0
1915229.35043,4223116.81589,0,0,1,0
1914952.54041,4223720.11645,0,0,1,0
1913782.42746,4223169.08673,0,0,0,1
1912541.97888,4223538.0955,1,0,0,1
1914473.23575,4224293.87081,0,0,1,0
1914186.76187,4222277.25379,0,0,0,1
1913457.10484,4225570.42764,1,0,1,0
1913991.61038,4221700.3473,0,0,1,0
1913087.486,4221900.10502,0,0,1,0
1913708.45554,4225242.98672,0,0,1,1
1913527.97701,4224663.76114,0,0,0,1
1915605.8289,4225169.94602,0,0,1,0
1912427.69673,4222601.83466,0,0,1,0
1912700.68775,4221962.17476,1,1,0,0
1913473.50793,4224686.73907,1,0,0,0
1915393.61442,4224593.72228,0,0,1,0
1915514.46404,4222241.07913,0,0,1,0
1912836.17242,4221970.2177,1,0,1,1
1915235.50516,4225888.61976,0,0,1,0
1912598.20145,4223110.08008,0,0,1,0
1914463.20804,4221455.43543,0,0,0,1
1913430.65309,4225306.49675,0,0,1,0
1915698.85367,4224564.21186,0,0,0,1
1913962.10111,4223234.47833,0,0,1,0
1915199.92444,4222884.07206,0,0,1,0
1913860.71383,4223285.66492,0,0,1,0
1914265.07234,4221550.89633,0,0,1,0
1914593.00799,4221564.85925,1,0,0,1
1914730.50199,4221592.92355,0,1,0,0
1915629.76485,4224234.63095,0,0,1,0
1914347.72624,4224143.13669,0,0,1,0
1914660.9938,4224033.26327,1,0,0,1
1913255.72889,4223063.25954,0,0,1,0
1915531.13883,4225195.11201,0,0,0,1
1914082.89271,4224562.4804,1,0,1,1
1916106.50051,4223183.79164,0,0,1,1
1914853.30013,4222362.52532,0,1,0,0
1915705.16156,4225345.32853,0,0,1,1
1913155.15068,4224553.38114,0,0,1,1
1914701.93899,4225437.76436,0,0,1,0
1913230.75814,4224125.65154,1,0,0,0
1915459.18646,4223149.59383,0,1,1,0
1915397.53409,4223304.36481,0,1,0,0
1916089.39673,4223311.9108,1,0,1,0
1912597.91702,4223147.61993,0,0,1,0
1916124.60208,4223235.33383,0,0,1,0
1914994.25194,4225165.73818,0,0,1,0
1913793.81606,4223296.7967,0,1,0,1
1914153.45455,4224317.82716,0,0,0,1
1913909.61612,4223161.75216,1,0,0,0
1912530.20486,4223711.27434,0,0,1,0
1912597.40056,4223104.66126,0,0,1,0
1914421.47392,4223675.74562,1,1,0,1
1914915.08824,4222589.53677,1,1,1,0
1912688.86024,4222045.94753,1,0,1,1
1914525.21838,4221779.35761,1,0,1,1
1915383.23757,4222448.60555,1,0,0,1
1914167.64056,4224944.05085,0,0,0,1
1914024.24779,4224397.83137,1,0,0,0
1912521.08304,4222614.87467,1,0,0,1
1912409.99268,4224614.23052,0,0,1,0
1915381.82308,4224579.76251,0,0,0,1
1915300.8263,4222354.82528,0,0,1,1
1912501.20178,4221939.33997,1,0,1,1
1912448.6147,4221688.90302,1,0,1,1
1915041.55117,4221720.34049,0,0,1,0
1913395.0179,4225562.01352,1,0,1,1
1915300.52732,4225401.57306,0,0,1,0
1913682.2772,4222829.4879,1,0,1,1
1913983.03884,4223184.49946,0,0,1,0
1914300.76301,4221732.37927,0,0,1,0
1913427.82874,4225653.82189,1,1,0,1
1912935.46805,4221431.37858,0,0,0,1
1912869.25533,4221435.25622,0,0,1,0
1915247.51482,4223165.92978,0,0,1,0
1913833.25648,4222447.574,1,1,1,1
1912928.27759,4224889.33388,1,0,0,0
1913856.29526,4223204.2833,0,1,1,0
1913870.26674,4223193.09452,0,0,1,0
1913479.93469,4225206.62892,1,0,1,0
1913602.67841,4224662.72853,0,0,1,0
1914539.59824,4221912.76695,0,0,0,1
1912894.22688,4224795.25205,0,0,1,0
1913455.22199,4225564.96144,0,0,1,0
1913619.89685,4223728.10962,0,0,1,0
1912826.97697,4221889.82269,1,0,1,1
1914934.95255,4221404.66118,1,0,0,0
1912500.16267,4221857.00682,0,0,1,0
1914918.27269,4222604.82014,0,1,1,0
1914546.49208,4221551.07146,0,0,0,1
1912377.06825,4222620.2005,0,0,0,1
1913233.29842,4225427.52659,0,0,1,0
1912673.30054,4221787.7729,1,0,0,1
1914746.07084,4222427.30761,0,0,1,1
1913065.90393,4221206.88271,0,0,1,0
1914381.88168,4224027.36318,0,0,1,0
1914345.15255,4224003.01271,0,0,1,0
1914999.83478,4222707.60665,1,0,0,0
1915503.7436,4223273.62606,0,0,0,1
1914910.96214,4222720.40327,0,0,1,1
1915090.07,4221754.2531,1,1,0,1
1914235.82922,4221796.00056,0,0,1,1
1915487.90011,4223093.19635,0,0,1,0
1915465.26709,4223339.85778,0,0,1,0
1914643.96144,4221473.00712,0,0,1,0
1915354.70048,4225162.51518,0,0,1,0
1912642.432,4221774.29559,1,0,0,1
1913433.76634,4225281.84524,0,1,1,0
1915278.53882,4224629.43298,0,0,1,0
1914728.64401,4221747.52074,0,0,1,0
1913126.0135,4222776.87073,0,1,0,0
1915606.43268,4224591.6182,0,0,1,0
1913114.36866,4221211.4442,1,1,1,1
1912656.34658,4223911.93518,0,0,1,0
1913468.17493,4225420.60112,1,0,1,1
1914345.26114,4221762.13147,0,0,0,1
1912610.29078,4222226.87963,0,0,1,0
1914895.68289,4225307.41328,0,1,0,0
1915639.23825,4225277.88501,0,0,1,0
1915447.99938,4223166.59788,1,1,1,0
1914926.07585,4225272.3181,1,1,1,0
1914063.88079,4222826.54178,0,0,0,1
1914358.1687,4221535.96798,0,0,1,0
1914463.67037,4224131.05643,0,1,1,0
1914625.6159,4221553.93829,0,0,1,0
1915446.76972,4222964.66782,1,0,0,1
1915672.58478,4225389.28865,0,0,1,0
1915254.08236,4224675.39546,0,0,1,0
1915611.70798,4224535.31006,0,0,0,1
1915814.89935,4224589.78802,0,0,0,1
1913649.56516,4225252.12802,0,0,1,1
1914238.9135,4222500.55897,1,0,0,0
1914353.1835,4224141.53584,0,0,1,0
1914513.93229,4221768.24867,0,0,1,0
1915351.67127,4225343.02628,0,0,1,0
1912500.11845,4221844.47853,0,0,1,0
1913860.88776,4223677.55823,0,0,1,0
1913752.68184,4225183.80869,0,0,0,1
1915127.8425,4224960.01816,0,1,0,0
1913549.10608,4225246.61307,1,0,1,0
1913097.62167,4222095.03285,1,0,0,0
1915099.95248,4225005.21046,0,0,1,0
1915364.26997,4224669.68502,0,0,1,0
1912988.42868,4224803.48253,0,0,1,0
1914951.24401,4222843.89574,0,0,1,0
1914284.84206,4221593.25703,1,1,0,0
1912389.65314,4221734.26165,1,0,1,1
1915399.83244,4224623.24277,0,0,1,0
1914219.23338,4221975.09079,0,0,0,1
1912864.4259,4221938.56865,1,0,1,1
1914820.93477,4222310.96487,0,0,0,1
1914904.07451,4222176.31412,1,1,0,1
1912584.57087,4221714.5584,1,0,1,1
1914888.6519,4222391.2964,1,0,1,1
1914380.26669,4221398.88666,0,0,1,0
1913850.3548,4224707.02502,1,1,0,0
1915638.87126,4223053.97215,0,0,0,1
1913023.57409,4222340.30728,0,1,0,0
1914612.29604,4225197.54801,1,0,0,0
1915295.14698,4224722.7126,0,0,1,0
1915001.00362,4222909.8177,0,0,1,1
1914695.88452,4222878.12349,0,0,0,1
1915077.93498,4225171.04115,0,0,1,0
1915356.23669,4221663.6823,1,1,1,1
1913987.16315,4221793.68108,0,0,0,1
1914853.49212,4222063.26643,1,0,0,0
1914810.643,4224089.50292,0,0,1,0
1915049.05652,4222231.28727,0,0,1,0
1913739.48545,4223241.25351,0,1,0,0
1914847.73904,4223903.17637,0,0,1,0
1914108.283,4222829.17862,0,0,0,1
1914825.96563,4224923.18142,0,0,0,1
1915300.4769,4224626.8994,0,0,1,0
1914271.61731,4224093.25336,0,0,1,0
1914269.67798,4223089.60402,0,0,1,1
1914374.40837,4224590.41251,0,0,0,1
1914561.7998,4224771.3858,0,0,1,0
1915871.25386,4223122.91503,0,0,1,1
1912577.50613,4223689.65098,0,0,1,0
1915317.90392,4221867.67798,0,0,1,1
1913202.34538,4223621.67388,0,0,1,0
1914194.62085,4224117.15074,0,0,1,0
1915196.56271,4221467.29802,0,0,0,1
1914399.94585,4224098.7492,0,0,1,1
1916070.3418,4223211.08525,0,0,1,1
1916159.94479,4223250.83066,0,0,1,0
1915591.27746,4225212.30889,0,0,1,0
1914475.05031,4224105.96375,0,0,1,0
1915043.34568,4224769.16944,0,0,1,0
1915353.43826,4221566.68384,0,0,1,0
1914247.39856,4221728.90573,0,0,1,1
1914461.03596,4221455.16241,0,0,0,1
1914291.22541,4221907.63187,0,1,0,0
1914871.07397,4223870.96463,0,0,1,1
1915429.47262,4222992.67278,0,0,0,1
1915806.2251,4223605.11559,1,0,1,1
1915113.66765,4222032.34641,0,0,0,1
1914265.903,4221906.09543,0,1,0,1
1915692.40506,4225143.91942,0,0,1,1
1915396.87949,4224591.65898,0,0,1,0
1915385.2523,4223300.72353,0,1,0,0
1912599.95248,4223292.53731,0,0,1,0
1913724.84277,4223622.41948,0,1,1,0
1914312.83386,4224110.28278,0,0,1,0
1914720.41137,4225401.14982,0,0,1,0
1915540.18428,4223344.48423,0,0,0,1
1914194.66668,4223071.9508,0,0,0,1
1912712.82978,4222778.85414,0,0,0,1
1914266.92833,4224138.1567,0,0,1,0
1915609.95253,4224600.57871,0,0,1,0
1915404.43449,4222959.2646,0,0,1,1
1914611.61374,4224063.27403,0,0,1,0
1912564.37268,4222218.92494,0,0,0,1
1914390.07012,4224090.63137,0,0,1,0
1913399.18317,4225677.70746,0,0,0,1
1915606.24364,4224044.63945,0,0,1,1
1913837.26636,4221500.53862,0,0,1,0
1915065.19798,4224060.30675,1,0,1,1
1912521.00796,4222599.97089,0,1,0,1
1915085.60018,4222037.6758,1,0,0,0
1914387.6056,4224097.70409,0,0,1,0
1912908.63934,4224281.80823,0,0,1,1
1913349.91231,4223580.48461,0,0,1,0
1914847.55663,4222605.89059,0,0,0,1
1913764.35877,4223198.21932,0,0,1,1
1915077.46919,4223892.51182,0,0,1,0
1915261.57829,4222222.6728,0,0,1,0
1915468.48423,4222680.12227,0,0,0,1
1912500.8288,4221911.01589,0,0,1,1
1914220.5918,4221599.05655,0,0,1,1
1915524.75574,4223260.95657,0,0,0,1
1915286.90917,4225401.44459,0,0,1,0
1914297.4521,4225007.34653,0,0,1,0
1915040.40294,4222452.51995,0,0,0,1
1913184.21865,4225153.37402,0,1,0,0
1914748.26232,4222441.08077,0,0,1,0
1913724.31079,4225222.14351,0,0,0,1
1914889.35651,4222168.48562,0,1,0,0
1915088.16674,4225056.10915,0,0,1,0
1916162.19174,4223250.83925,0,0,1,0
1914883.14653,4222329.27462,0,0,1,1
1913213.05947,4225709.26538,0,0,1,0
1914472.46458,4224117.13191,0,1,0,0
1912621.11425,4223215.86586,0,0,1,1
1913609.91559,4224798.29033,0,0,1,1
1912805.47518,4221460.92322,0,0,1,0
1914852.86932,4221343.06064,0,0,1,0
1914199.49653,4224920.26013,0,1,1,0
1914722.52255,4224930.00017,1,0,0,0
1915642.73765,4225136.74681,0,0,0,1
1915760.26981,4222943.3442,0,1,0,0
1912499.6875,4221813.76514,0,0,1,0
1912653.24642,4223546.31857,0,0,0,1
1913911.54106,4223209.00237,0,0,1,0
